
Host: G5

Timers On : Sun Mar 12 00:00:01 2023
Timers Off: Sun Mar 12 00:00:06 2023

Wall Time:        4.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: initialize()                   :      0.000u      0.000s      0.648w     31 calls
DFH: AO Construction                :      0.000u      0.000s      0.016w     31 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.002w     31 calls
HF: Form core H                     :      0.000u      0.000s      0.083w     31 calls
HF: Form S/X                        :      0.000u      0.000s      0.021w     31 calls
HF: Guess                           :      0.000u      0.000s      1.066w     31 calls
SAD Guess                           :      0.000u      0.000s      1.024w     31 calls
HF: Form G                          :      0.000u      0.000s      0.023w    254 calls
JK: D                               :      0.000u      0.000s      0.003w    254 calls
JK: USO2AO                          :      0.000u      0.000s      0.005w    254 calls
JK: JK                              :      0.000u      0.000s      0.010w    254 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.010w    254 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    254 calls
DFH: compute_J                      :      0.000u      0.000s      0.003w    254 calls
DFH: compute_K                      :      0.000u      0.000s      0.004w    254 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w    254 calls
HF: Form F                          :      0.000u      0.000s      0.002w    254 calls
HF: Form D                          :      0.000u      0.000s      0.001w    254 calls
HF: DIIS                            :      0.000u      0.000s      0.705w    223 calls
DIISManager::add_entry              :      0.000u      0.000s      0.456w    223 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.024w    223 calls
bMatrix setup                       :      0.000u      0.000s      0.010w    223 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.007w    223 calls
New vector                          :      0.000u      0.000s      0.006w    223 calls
HF: Form C                          :      0.000u      0.000s      0.087w    223 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.034w     31 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.006w     31 calls
DFH: initialize()                   :      0.000u      0.000s      0.648w     31 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.012w     62 calls
| DFH: AO Construction              :      0.000u      0.000s      0.016w     31 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.002w     31 calls
HF: Form core H                     :      0.000u      0.000s      0.083w     31 calls
HF: Form S/X                        :      0.000u      0.000s      0.021w     31 calls
HF: Guess                           :      0.000u      0.000s      1.066w     31 calls
| SAD Guess                         :      0.000u      0.000s      1.024w     31 calls
HF: Form G                          :      0.000u      0.000s      0.023w    254 calls
| JK: D                             :      0.000u      0.000s      0.003w    254 calls
| JK: USO2AO                        :      0.000u      0.000s      0.005w    254 calls
| JK: JK                            :      0.000u      0.000s      0.010w    254 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.010w    254 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    254 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.003w    254 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.004w    254 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w    254 calls
HF: Form F                          :      0.000u      0.000s      0.002w    254 calls
HF: Form D                          :      0.000u      0.000s      0.001w    254 calls
HF: DIIS                            :      0.000u      0.000s      0.705w    223 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.456w    223 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.024w    223 calls
| | bMatrix setup                   :      0.000u      0.000s      0.010w    223 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.007w    223 calls
| | New vector                      :      0.000u      0.000s      0.006w    223 calls
HF: Form C                          :      0.000u      0.000s      0.087w    223 calls

**************************************************************************************

Host: G5

Timers On : Tue Sep 12 21:28:38 2023
Timers Off: Tue Sep 12 21:29:03 2023

Wall Time:       25.30 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.033w     31 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.017w     93 calls
DFH: initialize()                   :      0.000u      0.000s      0.520w     31 calls
DFH: AO Construction                :      0.000u      0.000s      0.016w     31 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.002w     31 calls
