
Host: G5

Timers On : Mon Jun  3 21:13:00 2024
Timers Off: Mon Jun  3 21:13:20 2024

Wall Time:       19.94 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     96 calls
DFH: compute_J                      :      0.000u      0.000s      0.004w     96 calls
DFH: compute_K                      :      0.000u      0.000s      0.009w     96 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     96 calls
HF: Form F                          :      0.000u      0.000s      0.001w     96 calls
HF: Form D                          :      0.000u      0.000s      0.001w     96 calls
HF: DIIS                            :      0.000u      0.000s      0.493w     83 calls
HF: Form C                          :      0.000u      0.000s      0.039w     83 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.023w     13 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.009w     13 calls
DFH: initialize()                   :      0.000u      0.000s      0.408w     13 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.013w     26 calls
| DFH: AO Construction              :      0.000u      0.000s      0.049w     13 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.007w     13 calls
HF: Form core H                     :      0.000u      0.000s      0.083w     13 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     13 calls
HF: Guess                           :      0.000u      0.000s      0.644w     13 calls
| SAD Guess                         :      0.000u      0.000s      0.631w     13 calls
HF: Form G                          :      0.000u      0.000s      0.017w     96 calls
| JK: D                             :      0.000u      0.000s      0.001w     96 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     96 calls
| JK: JK                            :      0.000u      0.000s      0.015w     96 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.015w     96 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     96 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.004w     96 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.009w     96 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     96 calls
HF: Form F                          :      0.000u      0.000s      0.001w     96 calls
HF: Form D                          :      0.000u      0.000s      0.001w     96 calls
HF: DIIS                            :      0.000u      0.000s      0.493w     83 calls
HF: Form C                          :      0.000u      0.000s      0.039w     83 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:47:14 2024
Timers Off: Thu Jun  6 20:47:30 2024

Wall Time:       15.87 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.033w     18 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.030w     54 calls
DFH: initialize()                   :      0.000u      0.000s      0.606w     18 calls
DFH: AO Construction                :      0.000u      0.000s      0.069w     18 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.009w     18 calls
HF: Form core H                     :      0.000u      0.000s      0.142w     18 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     18 calls
HF: Guess                           :      0.000u      0.000s      1.033w     18 calls
SAD Guess                           :      0.000u      0.000s      1.015w     18 calls
HF: Form G                          :      0.000u      0.000s      0.023w    129 calls
JK: D                               :      0.000u      0.000s      0.001w    129 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w    129 calls
JK: JK                              :      0.000u      0.000s      0.020w    129 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.020w    129 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    129 calls
DFH: compute_J                      :      0.000u      0.000s      0.005w    129 calls
DFH: compute_K                      :      0.000u      0.000s      0.012w    129 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    129 calls
HF: Form F                          :      0.000u      0.000s      0.001w    129 calls
HF: Form D                          :      0.000u      0.000s      0.001w    129 calls
HF: DIIS                            :      0.000u      0.000s      0.573w    111 calls
HF: Form C                          :      0.000u      0.000s      0.050w    111 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.033w     18 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.013w     18 calls
DFH: initialize()                   :      0.000u      0.000s      0.606w     18 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.017w     36 calls
| DFH: AO Construction              :      0.000u      0.000s      0.069w     18 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.009w     18 calls
HF: Form core H                     :      0.000u      0.000s      0.142w     18 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     18 calls
HF: Guess                           :      0.000u      0.000s      1.033w     18 calls
| SAD Guess                         :      0.000u      0.000s      1.015w     18 calls
HF: Form G                          :      0.000u      0.000s      0.023w    129 calls
| JK: D                             :      0.000u      0.000s      0.001w    129 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w    129 calls
| JK: JK                            :      0.000u      0.000s      0.020w    129 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.020w    129 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    129 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.005w    129 calls
